zgh_verbe	en_meaning
ⵙⵙⵓⴽⵏ	Restore, repair
ⵙⵙⵓⴽⵙ	sprinkle
ⵙⵙⵓⵃⵍ	tire someone
ⵙⵙⵓⵃⵔⵜ	Haleter, run out of steam
ⵙⵙⵓⵊⴷ	prepare
ⵙⵙⵓⵊⵢ	Heal (tr.)
ⵙⵙⵓⵍⴱⵓ	luggish
ⵙⵙⵓⵍⴼ	photograph
ⵙⵙⵓⵍⵍⵙ	To darken, become dark, darken
ⵙⵙⵓⵍⵖ	irrigate land before cultivating it, distress
ⵙⵙⵓⵎⵎ	absorb
ⵙⵙⵓⵎⵎ	strive
ⵙⵙⵓⵎⵎ	suck
ⵙⵙⵓⵎⵓ	Include, involve
ⵙⵙⵓⵎⵔ	make happy
ⵙⵙⵓⵎⵔ (-ⵅⴼ)	to propose
ⵙⵙⵓⵎⵖ	wet, moisten, soak
ⵙⵙⵓⵏⴹ	rejoice at the misfortune of others
ⵙⵙⵓⵏⴼⵙ	sprinkle up, sprinkle
ⵙⵙⵓⵏⵏⴹ	surround
ⵙⵙⵓⵏⵖ	Draw, decorate
ⵙⵙⵓⵏⵖ	color
ⵙⵙⵓⵏⵛⴽ	give shape, prepare
ⵙⵙⵓⵏⵛⵜ	give shape, prepare
ⵙⵙⵓⵔ	Mix, be mixed
ⵙⵙⵓⵔ	be shared
ⵙⵙⵓⵔⴳ	to allow
ⵙⵙⵓⵔⴳⵓ	to lower
ⵙⵙⵓⵔⴼ	climb over
ⵙⵙⵓⵔⴼ	excuse, forgive (neo.)
ⵙⵙⵓⵔⵃ	coat, apply
ⵙⵙⵓⵔⵃ	to put on makeup
ⵙⵙⵓⵔⵜ	split
ⵙⵙⵓⵖⵍ	translate
ⵙⵙⵓⵖⵏ	to commit
ⵙⵙⵓⵙⵎ	have the pleasure of
ⵙⵙⵓⵙⵏ	make known, advertise
ⵙⵙⵓⵙⵖ	be transparent
ⵙⵙⵓⵙⵖ	become dry, skinny
ⵙⵙⵓⵛⴹ	slide
ⵙⵙⵓⵛⴽⵜ	sigh in a repetitive way
ⵙⵙⵓⵜⴳ	value
ⵙⵙⵓⵜⴼ	spit
ⵙⵙⵓⵜⵉ	Surround, supervise (put a frame)
ⵙⵙⵓⵜⵍ	surround
ⵙⵙⵓⵜⵍ	turn
ⵙⵙⵓⵜⵔ	ask
ⵙⵙⵓⵜⵔ	beg
ⵙⵙⵓⵜⵔ	prayer
ⵙⵙⵓⵜⵔ	to propose
ⵙⵙⵓⵜⵛ	to feed
ⵙⵙⵓⵟⵟⴹ	breastfeeding
ⵙⵙⵓⵢⵙ	ATERMOYER, delay
ⵙⵙⵓⵢⵙ	act with diplomacy
ⵙⵙⵓⵢⵙ	sprinkle
ⵙⵙⵔ	be pierced
ⵙⵙⵔ	scratch, block
ⵙⵙⵔ	to cancel
ⵙⵙⵔⴱⵃ	make prosper, save
ⵙⵙⵔⴱⵓ	put on the back
ⵙⵙⵔⴳⵉⴳⵉ	shake, scare
ⵙⵙⵔⴳⵯⵙ	to hide
ⵙⵙⵔⴷⵃ	bake
ⵙⵙⵔⴷⵃ	prepare
ⵙⵙⵔⴷⵃ	dancing
ⵙⵙⵔⴼ	comb
ⵙⵙⵔⴼ	comb, comb
ⵙⵙⵔⴼ	embellish
ⵙⵙⵔⴼ	User, age (tr.)
ⵙⵙⵔⴼⵓ	enable
ⵙⵙⵔⴽⵎ	spoil
ⵙⵙⵔⴽⵎ	to boil
ⵙⵙⵔⴽⵓ	dirty
ⵙⵙⵔⴽⵓ	use
ⵙⵙⵔⴽⵙ	to hide
ⵙⵙⵔⴽⵙ	to mix together
ⵙⵙⵔⵇⴱ	encourage
ⵙⵙⵔⵇⴱ	to be brave
ⵙⵙⵔⵎⵙ	chew
ⵙⵙⵔⵓ	make cry
ⵙⵙⵔⵖ	heat
ⵙⵙⵔⵖ	to light up
ⵙⵙⵔⵖⵓⴷ	Congratulate, present your wishes
ⵙⵙⵔⵛⵓ	make rotten, vermoulu
ⵙⵙⵔⵡⵍ	exile
ⵙⵙⵔⵡⵍ	scare
ⵙⵙⵔⵡⵜ	detect
ⵙⵙⵕⴹⵓ	satisfy, satisfy
ⵙⵙⵕⴽⴹ	dancing
ⵙⵙⵕⴽⵥ	disturb
ⵙⵙⵕⴽⵥ	to disrupt
ⵙⵙⵕⵃⵍ	To decampe, to move
ⵙⵙⵕⵉⵥ	disturb the water
ⵙⵙⵕⵎⴹ	disturb the water
ⵙⵙⵕⵎⵉ	tire
ⵙⵙⵕⵓ	scare
ⵙⵙⵕⵓⵃ	get in the evening
ⵙⵙⵕⵓⵃ	get overnight
ⵙⵙⵕⵚⵓ	anchor
ⵙⵙⵕⵚⵓⴹ	spoil
ⵙⵙⵕⵡⵓ	perfect, make good, affable, kind
ⵙⵙⵕⵥⴳ	make bitter, acre
ⵙⵙⵖ	shine, sparkle
ⵙⵙⵖⴱⵓ	deepen
ⵙⵙⵖⴷ	to listen
ⵙⵙⵖⴷ	to shut up
ⵙⵙⵖⵍⵉ	bring up
ⵙⵙⵖⵍⵉ	swallow
ⵙⵙⵖⵍⵓ	make expensive, add
ⵙⵙⵖⵍⵓ	sell expensive
ⵙⵙⵖⵎⵉ	germinate
ⵙⵙⵖⵎⵔ	lean on the elbow
ⵙⵙⵖⵏⴰ	start
ⵙⵙⵖⵓⴼ	suffocate (tr.), suffocate (tr.)
ⵙⵙⵖⵓⵙ	Clean, make clean
ⵙⵙⵖⵓⵙ	burn
ⵙⵙⵖⵔ	Teach, have read, educate
ⵙⵙⵖⵔⵉ	To abort, to cause a miscarriage
ⵙⵙⵖⵔⵛ	slash with a stick
ⵙⵙⵖⵣⴷ	rot, let it rot
ⵙⵙⵖⵣⵉⴼ	lengthen
ⵙⵙⵛⵏⴰ	embellish, make good, beautiful
ⵙⵙⵛⵡⵓ	Sharp, affiliate, make pointed
ⵙⵙⵛⵡⵓ	make good
ⵙⵙⵟⵚ	amuse
ⵙⵙⵡ	water, water
ⵙⵙⵡⴼ	make
ⵙⵙⵡⵀⵏ	facilitate, simplify
ⵙⵙⵡⵉ	dock
ⵙⵙⵡⵓ	Make drinking, irrigate
ⵙⵙⵡⵔⵖ	yellow
ⵙⵙⵡⵙⵔ	age (tr.)
ⵙⵙⵣⴷⵖ	accommodate, shelter
ⵙⵙⵣⵡⵓ	to dry
ⵙⵛⵍⵓⵍⴼ	make soft to the touch
ⵙⵛⵛ	to feed
ⵙⵜⴰⵔ	to mix together
ⵙⵜⴰⵔⴰ	Walking, walking
ⵙⵜⴰⵔⴰ	cross, browse
ⵙⵜⴼ	extract
ⵙⵜⵅⵜⵅ	boil
ⵙⵜⵅⵜⵅ	cook up
ⵙⵜⵉ	Sort, choose, select, filter
ⵙⵜⵉ	vote (neo.)
ⵙⵜⵉⵍ	be heavy, heavy
ⵙⵜⵍ	assess, assess
ⵙⵜⵍ	sulfur
ⵙⵜⵏ	keep, monitor, protect
ⵙⵜⵏ	to bark
ⵙⵜⵓⵙⵎ	to shut up
ⵙⵜⵓⵜⵍⵉ	pronounce
ⵙⵜⵓⵜⵜⵉ	drop
ⵙⵜⵔⴼⵛ	To grope
ⵙⵜⵔⵜⵔ	boil, bubble
ⵙⵜⵔⵜⵔ	growl, muggish
ⵙⵜⵖ	crack
ⵙⵜⵖ	explode, burst
ⵙⵜⵖ	repress
ⵙⵜⵖⴼⵔ	implore divine forgiveness
ⵙⵜⵜⴼ	put away, put order
ⵙⵜⵜⵃ	be silent, stay quiet
ⵙⵜⵜⵉ	ooze
ⵙⵜⵜⵓⵔⵙ	hurt
ⵙⵜⵜⵖⵉ	get used to
ⵙⵜⵜⵖⵉ	to stare
ⵙⵜⵜⵙ	shake
ⵙⵜⵡⵓ	flatten, upgrade
ⵙⵟⵉⵇⵇⵚ	burst, explode
ⵙⵟⵕⵕⵃ	abundant
ⵙⵟⵟⵃ	break, destroy
ⵙⵟⵟⵓⴼⵉ	Dress (ears)
ⵙⵟⵟⵓⴼⵉ	Inflect (nostrils)
ⵙⵟⵟⵓⵕⴼ	put out, dismiss
ⵙⵟⵟⵓⵕⵉ	deafen, dumbfounded
ⵙⵟⵡⵟⵄ	to resign
ⵙⵡⴰ	Valit, cost
ⵙⵡⴰ	be equal to
ⵙⵡⴰⴷⵙ	to manage
ⵙⵡⴰⵍⴰ	oriented towards
ⵙⵡⴰⵍⴰ	place next to
ⵙⵡⵉⵊⵊⴳ	to bloom
ⵙⵡⵉⵏⴳⵎ	think, think
ⵙⵡⵉⵥⵥⴹ	tender
ⵙⵡⵓⵔⵉ	work
ⵙⵡⵓⵜⵜⵓ	be adjoining
ⵙⵡⵓⵜⵜⵓ	delimit, determine
ⵙⵡⵓⵜⵜⵙ	target
ⵙⵡⵔ	set off
ⵙⵡⵔ	squeeze
ⵙⵡⵖ	graze
ⵙⵡⵜ	to provoke
ⵙⵡⵡⴽ	Apply the nuts on the gum
ⵙⵡⵡⵇ	to the market
ⵙⵢⴰⴳⵙ	hurt
ⵙⵢⴰⴼⴰ	feel, feel
ⵙⵢⴰⴼⵓ	produce
ⵙⵢⴰⴼⵓ	to exploit
ⵙⵢⵉⵔⵜ	exhaust the provisions in grain
ⵙⵢⵉⵔⵜ	missing something
ⵙⵢⵉⵡⵏ	satisfied
ⵙⵢⵉⵡⵏ	satisfy
ⵙⵢⵢⵃ	puff
ⵙⵢⵢⵇ	Wash the flowerbed in large water
ⵙⵢⵢⵙ	to dance
ⵙⵢⵢⵙ	spare (treat with management)
ⵙⵣⴳⵣⵡ	green (tr.)
ⵚⴰⴱ	produce a good harvest
ⵚⴰⵃⴰ	benefit
ⵚⴱⵃ	to be beautiful
ⵚⴱⵕ	support, wait
ⵚⴼⵓ	be pure, clean, become clean
ⵚⴽⵓ	build, build
ⵚⴽⵓ	found
ⵚⵎⵎⵕ	nail, ferrer, hammer
ⵚⵎⵎⵕ	shift
ⵚⵎⵎⵟ	take place (péj.)
ⵚⵏⵏⴻⵏ	sweat
ⵚⵓⵕ	gather a herd
ⵚⵓⵕ	discover
ⵚⵓⵕ	fall on
ⵚⵓⵕ	unexpectedly find
ⵚⵓⵕⴼ	take a step, step back
ⵚⵕⴱ	Be turbulent, prank (child)
ⵚⵕⴼ	send
ⵚⵕⵕⴼ	change money
ⵚⵡⴹ	look, see, see
ⵚⵢⵢⴼ	glean (cereals or legumes)
ⵚⵢⵢⴼ	harvest (in summer)
ⵚⵢⵢⵕ	screech
ⵛⴰⴱⴱⴰ	rummage, seek, be looking for
ⵛⴰⵃ	to be as hungry as a wolf
ⵛⴰⵍⴰ	strut, be proud
ⵛⴰⵛⴰ	hunt
ⵛⴰⵛⴰ	carefully use
ⵛⴰⵟⵕ	be awake, skillful
ⵛⴱⴱⵕ	hang, cling, clinging
ⵛⴱⴱⵕ	hold, take, catch
ⵛⴱⴱⵛ	tangle, intersect
ⵛⴱⵃ	Ratatinate, curl up
ⵛⴱⵃ	Stay in place, don't move
ⵛⴱⵍⵇ	Become flange, wrinkled (person, beast)
ⵛⴱⵛⴱ	go
ⵛⴳⴳⵄ	eat with satiety
ⵛⴳⵔⵎⵛ	Fire (rifle)
ⵛⴹⵃ	to dance
ⵛⴹⵏ	be busy
ⵛⴼⴼⴷ	cauterize
ⵛⴼⵍ	climb
ⵛⴽⴽⵍ	Make an animal
ⵛⴽⴽⵍ	Taillader, pierce stabbing
ⵛⴽⴽⵎ	denounce, drip
ⵛⴽⴽⵓ	to fear
ⵛⴽⵓ	lose
ⵛⵀⴷ	Make the Muslim profession of faith
ⵛⵀⵎ	disgust
ⵛⵃⴹ	castigate
ⵛⵃⴹ	go through
ⵛⵃⴹ	throw yourself on, go for it on (bird)
ⵛⵃⵃⵕ	Infuse (tea, infusion)
ⵛⵃⵃⵕ	Refine, purify (a metal)
ⵛⵃⵍⴼ	Pick up the trees bark
ⵛⵄⴹ	whisk, hit at a timely
ⵛⵄⴼ	Do not recur, no longer dare
ⵛⵄⵛⵄ	get away
ⵛⵄⵛⵄ	shine
ⵛⵅⵛⵅ	smash
ⵛⵇⴰ	concern, interest
ⵛⵇⴼ	break, smash
ⵛⵇⵇⵍ	tackle, pity
ⵛⵇⵇⵓ	be hard, being painful, being difficult
ⵛⵉⴹ	be staying
ⵛⵉⵔⵔⵓ	have goosebumps
ⵛⵉⵔⵔⵓ	have wrinkled skin
ⵛⵉⵛⵍ	detect
ⵛⵍⴽⴻⴽ	to lose weight
ⵛⵍⵇ	eager
ⵛⵍⵇⵎ	have a large lower jaw
ⵛⵍⵍⵉⵍ	rinse
ⵛⵍⵓⵍⴼ	be smooth
ⵛⵍⵡⵛ	charlatanism
ⵛⵍⵢ	visit
ⵛⵎⵅ	be abundant
ⵛⵎⵉⵎⵎⵔ	whine
ⵛⵎⵍⴻⵍ	be white
ⵛⵎⵎⵅ	soak
ⵛⵏ	to be beautiful
ⵛⵏⴷⵓⴼⵛⵓ	shake
ⵛⵏⵄ	be famous, famous
ⵛⵏⵇⴱ	be pointed, cutting edge (broken object)
ⵛⵏⵏⴹ	grab
ⵛⵏⵏⵄ	rent, glorify
ⵛⵓⴱⴱⵓ	to frisk
ⵛⵓⴱⴱⵛ	to fight
ⵛⵓⴷⴷⵓ	investigate
ⵛⵓⴽⴽ	prick (with a pin, a needle)
ⵛⵓⵅⵔⵜ	snoring (sleeping)
ⵛⵓⵛ	look for
ⵛⵓⵛⴷ	blame
ⵛⵓⵛⵛⴼ	swim
ⵛⵓⵜⵜⴼ	yell
ⵛⵔⴷⵖ	tab (fabric)
ⵛⵔⴽ	associate
ⵛⵔⵇ	Detach, break, break
ⵛⵔⵔⴱ	to sing
ⵛⵔⵔⴳ	rip
ⵛⵔⵔⵓ	Argue
ⵛⵔⵔⵓ	go to war
ⵛⵕⴹ	pose conditions
ⵛⵕⵕⵓ	be brave
ⵛⵕⵛⵕ	flow freely
ⵛⵕⵡⴹ	tab (fabric)
ⵛⵖⵓⵔⵛ	slash with a stick
ⵛⵛ	to eat
ⵛⵛⴰⵔ	to mix together
ⵛⵛⴰⵕ	defile
ⵛⵛⴰⵕ	to be full
ⵛⵛⴰⵕ	to fill
ⵛⵛⴹ	slide
ⵛⵛⴼ	to swim
ⵛⵛⴼ	approach
ⵛⵛⵃ	to pout
ⵛⵜⴼ	Dry (intr.)
ⵛⵜⴼ	feet
ⵛⵜⵜⴼ	blame
ⵛⵜⵜⵃ	lie
ⵛⵟⵉⴱⴱⵉ	dabble
ⵛⵟⵟ	exceed, exceed
ⵛⵟⵟⵕ	be crafty
ⵛⵡⵃ	suddenly die
ⵛⵡⵃ	to dry
ⵛⵡⵉⵡⵉ	shine
ⵛⵡⵓ	be good, beautiful
ⵛⵡⵓ	be sharp, be smart, be sharp
ⵛⵡⵓ	to be awake, to be intelligent, to be insightful
ⵛⵡⵔⵇ	be blonde
ⵛⵡⵡⵍ	cut the ears
ⵛⵡⵡⵍ	work as a reaper
ⵛⵡⵡⵕ	decline (day)
ⵛⵡⵡⵕ	wait, be careful
ⵛⵡⵡⵕ	be charming
ⵛⵢⵢⵏ	Enlaid, beyond
ⵜⴰⵀⵍ	to marry
ⵜⴰⵎ	expect
ⵜⴰⵎⵔ	Pain, trime
ⵜⴰⵡⴰ	conciliate
ⵜⴰⵡⴰ	flatten, level (land)
ⵜⴼⵜⴼ	blind
ⵜⴼⵜⴼ	grop
ⵜⴼⵜⵇ	inspect
ⵜⴼⵜⵇ	look for
ⵜⵀⵍⵍⴰ	take care of
ⵜⵉⵀⵍ	to marry
ⵜⵉⵡⴳ	wander
ⵜⵍⴼ	be mistaken
ⵜⵍⴼ	to get lost
ⵜⵍⵄ	run off
ⵜⵍⵓⵍⴽ	go slowly and silently
ⵜⵍⵜⵍ	wrap up
ⵜⵎⵔ	become big, become ripe
ⵜⵎⵜⵎ	whisper
ⵜⵓⴱ	to repent
ⵜⵓⵜⵜⵉⵢ	collapse
ⵜⵓⵜⵜⵉⵢ	to fall
ⵜⵔⴱ	expel, hunt
ⵜⵔⴳ	become pubescent
ⵜⵔⵃ	expel, hunt
ⵜⵔⵓⵔ	be new
ⵜⵔⵔⴼ	Being a teenager, arriving at puberty, growing up
ⵜⵔⵔⴼ	hunt, expel
ⵜⵔⵔⵄ	open up
ⵜⵜⵍ	Wrap, wrap, swaddle
ⵜⵜⵍⵉ	wander, wander
ⵜⵜⵓ	to forget
ⵜⵜⵓⵏ	to push
ⵜⵜⵓⵔⵙ	be injured, injured
ⵜⵜⵓⵛ	look for
ⵜⵜⵛ	to eat
ⵜⵜⵢ	Turn, turn around, go around
ⵜⵜⵢⴰⵇⵏ	prepare
ⵜⵡⵡⵃ	go away very far, leave
ⵜⵡⵡⵃ	leave (péj.), leave (péj.)
ⵟⵇⵟⵇ	crack, crackle
ⵟⵍⵍⵚ	dirty, get dirty, coat
ⵟⵏⵏⵛ	be erect (ears)
ⵟⵏⵥ	mock
ⵟⵟⴰⵚ	to touch
ⵟⵟⴹ	suck
ⵟⵟⴹ	suckle
ⵟⵟⴼ	Take, hold, seize, hold back
ⵟⵟⴼ	have, possess
ⵟⵟⵉⵇⵚ	explode
ⵟⵟⵓⵕⵕⴳ	dumbfounded
ⵟⵟⵚ	sleep
ⵡⴰⴷⵙ	head toward
ⵡⴰⵊⴱ	answer
ⵡⴰⵍⴰ	bewilder
ⵡⴰⵍⴰ	See, see
ⵡⴰⵔⴳⴰ	dream
ⵡⴰⵖ	bleat
ⵡⴳⴳⴹ	vigilant
ⵡⴳⵡⴹ	trample
ⵡⴷⴷⴽ	grimy
ⵡⴷⵓ	suffice
ⵡⴹⴰ	to fall
ⵡⴹⴹⵕ	Entrint, get lost, lose, get lost
ⵡⴹⴹⵕ	to forget
ⵡⴽⴽⵍ	Give proxy, mandate
ⵡⵀⵏ	be easy
ⵡⵄⴷ	resort to, rely on
ⵡⵄⵕ	be difficult
ⵡⵇⵇⵃ	warm up
ⵡⵇⵇⵔ	respect
ⵡⵉⵏⵖ	have a sunny eyes
ⵡⵊⴷ	be ready, prepared
ⵡⵊⵡⵊ	Crown (ears), emit parasitic noises
ⵡⵍⴻⵍⵍⵖ	walk slowly
ⵡⵍⵉⵡⵍ	swing
ⵡⵍⵍⵀ	come back
ⵡⵍⵍⵊ	depend on, be at the mercy of
ⵡⵍⵍⵓ	fall, fall
ⵡⵏⵏⵙ	keep company
ⵡⵏⵓⵍ	Release your attention, be distracted, be unexpected
ⵡⵔ	Stabilize, stay quiet
ⵡⵔⴷ	offer a gift
ⵡⵔⵉⵖ	be pale, chatter
ⵡⵔⵉⵖ	yellow
ⵡⵔⵉⵡⵔ	be chassieux
ⵡⵔⵔⵄ	expand
ⵡⵙⵇ	load a boat
ⵡⵙⵉⵔ	Aging, being old
ⵡⵚⵚⴰ	advise
ⵡⵚⵚⴰ	recommend
ⵡⵚⵚⴳ	shine, shine, shine
ⵡⵛⵛⵀ	to boast
ⵡⵛⵡⵛ	whisper
ⵡⵡⵜ	fall (rain)
ⵡⵡⵜ	to hit
ⵡⵣⵡⵣ	ignite, irritate (skin)
ⵡⵣⵣⵄ	contribute to the acquisition of a butchery beast to share the meat
ⵡⵣⵣⵄ	distribute
ⵣⴰⵡⵔ	reproach, blame
ⵣⴰⵣⵔ	produce abundantly (speaking of a fruit tree)
ⵣⴱⵓⴱⵉ	Play the flute, flute
ⵣⴳ	bend
ⵣⴳⴰ	last, be eternal
ⵣⴳⴰ	stop, stop
ⵣⴳⴳⴰ	Shout, make noise
ⵣⴳⴳⵔ	lure, deceive, embellish
ⵣⴳⴼ	swallow (liquid)
ⵣⴳⵍ	miss, miss, make a mistake
ⵣⴳⵏ	wrap up
ⵣⴳⵓ	Stop, fix straight
ⵣⴳⵓ	calm down, stay quiet
ⵣⴳⵓⵔ	be ahead
ⵣⴳⵔ	to cross
ⵣⴳⵔⵜ	be long, long
ⵣⴷ	measure
ⵣⴷ	weigh
ⵣⴷⵃ	break down violently
ⵣⴷⵉ	Attach, attach, bind
ⵣⴷⵉ	to coordinate
ⵣⴷⵉⴷⵉ	pound
ⵣⴷⵎ	picking up firewood
ⵣⴷⵓ	open
ⵣⴷⵔ	Lower, be low
ⵣⴷⵖ	live, accommodate, occupy
ⵣⴷⵖ	remain
ⵣⴼⴼ	go, go fast
ⵣⴼⴼⵜ	tar
ⵣⴼⵣⴼ	buzz
ⵣⴽⴼ	Hume, swallow a liquid by removing your breath
ⵣⴽⴼ	sip
ⵣⴽⴽⵎ	stay without moving
ⵣⵀⵎ	be able
ⵣⵀⵎ	be ugly
ⵣⵀⵔ	roar (lion)
ⵣⵀⵔ	speak loudly
ⵣⵀⵣⴰ	atermoyer
ⵣⵀⵣⴰ	hesitate
ⵣⵃⵍ	crawl, approach by crawling
ⵣⵃⵡⵍ	Save, being suffering from strabismus
ⵣⵄⴼ	be angry
ⵣⵄⴼ	to bite
ⵣⵄⵍⵓⵍⵍⴼ	swallow
ⵣⵄⵎ	get stuck, be bold
ⵣⵄⵡⴹ	frolic
ⵣⵄⵣⵎ	ward off demons
ⵣⵄⵣⵎ	engrave
ⵣⵇⵇⵎ	talk
ⵣⵉⴳⵣⵍ	shorten
ⵣⵉⵍⵉⵍ	light up
ⵣⵉⵎ	roar (lion)
ⵣⵉⵎ	speak loudly
ⵣⵉⵡⵍ	Save, being suffering from strabismus
ⵣⵉⵣⴷⵔ	dilute
ⵣⵉⵣⴷⵔ	to lower
ⵣⵉⵣⵏ	heat
ⵣⵉⵣⵓ	green
ⵣⵉⵣⵣ	leaning, bowing, being bent by age
ⵣⵉⵣⵣⵍ	cum
ⵣⵉⵣⵣⵍ	run
ⵣⵉⵣⵣⵍ	run, accelerate
ⵣⵍ	get lost, get lost
ⵣⵍ	lose
ⵣⵍⴳ	twist
ⵣⵍⴼ	flare
ⵣⵍⴼ	swarm
ⵣⵍⵉ	throw, throw away
ⵣⵍⵍⴼ	spy (intr.), go up in ears (wheat or barley)
ⵣⵍⵍⵄ	spread, disperse, scatter, overturn
ⵣⵍⵎ	to notice
ⵣⵍⵎ	peel
ⵣⵍⵓ	Sulf an animal
ⵣⵍⵖ	misguide
ⵣⵍⵖ	train in his fall, take away
ⵣⵍⵣ	Dust, shake (tree, carpet, cloth)
ⵣⵎⵎⴻⵎ	Save, note, register, register
ⵣⵎⵓⵎⵎⴳ	smile
ⵣⵎⵓⵏⵏⵣ	prowl
ⵣⵎⵔ	power, be able to
ⵣⵏⴷⵔ	Fill completely (a container)
ⵣⵏⵉⵏⴳ	smile
ⵣⵏⵊⵔ	rust, oxidize
ⵣⵏⵏⴳ	graze
ⵣⵏⵏⴷ	beat the lighter, light up
ⵣⵏⵏⴷ	stir up
ⵣⵏⵏⴷ	eat with satiety
ⵣⵏⵏⴷ	spur
ⵣⵏⵏⵎⵣⵍ	compare
ⵣⵏⵏⵣⵉ	cross
ⵣⵏⵓⵏⵓ	be burned, feel the burned (cooking)
ⵣⵏⵣⵏ	buzz, tinter
ⵣⵓ	to bark
ⵣⵓⴳ	be banned
ⵣⵓⴳ	go into exile, take refuge, emigrate
ⵣⵓⵍⵉ	be fine and straight
ⵣⵓⵏⴳⵉ	cow
ⵣⵓⵏⵣⵍ	sunny
ⵣⵓⵏⵣⵓ	to do
ⵣⵓⵣ	shake
ⵣⵓⵣⵏ	Divide a square in square
ⵣⵓⵣⵡⵓ	be fresh (climate), take the fresh
ⵣⵓⵣⵣⴼ	shock what covers, discover, reveal
ⵣⵓⵣⵣⵔ	Disseminate (neo.)
ⵣⵓⵣⵣⵔ	lower
ⵣⵓⵣⵣⵔ	praise
ⵣⵓⵥⵥⵕ	flow out
ⵣⵔⴱ	Press yourself, to hasten, to do quickly, to be in a hurry
ⵣⵔⴽ	respect
ⵣⵔⵉ	go through
ⵣⵔⵉ	leave
ⵣⵔⵉⵔ	become liquid, melt, sink
ⵣⵔⵉⵔⴳ	to be single
ⵣⵔⵉⵔⵉ	underline (draw a line)
ⵣⵔⵎ	strip
ⵣⵔⵓ	pour out
ⵣⵔⵓⵔⴼ	be a lean, bone
ⵣⵔⵓⵣⵣⵖ	disperse
ⵣⵔⵔⴷ	Banner, festy
ⵣⵔⵔⴷ	eat one's fill
ⵣⵔⵔⴷ	feast on
ⵣⵔⵔⴼ	rocker, sabotage, beer
ⵣⵔⵣⵔ	grind
ⵣⵔⵣⵖ	grind
ⵣⵖⴱ	stupefy, stupefy (s)
ⵣⵡⴰ	experience or cause stomach pain to the point of being breathless
ⵣⵡⵃ	quickly
ⵣⵡⵉ	praise
ⵣⵡⵉⵏⴻⵏ	Growing (door)
ⵣⵡⵉⵏⴻⵏ	murmur confusedly, mumble
ⵣⵡⵉⵣⵣⵉ	have chills
ⵣⵡⵓ	dry
ⵣⵡⵓⵔ	precede, to be the first, to be ahead
ⵣⵡⵡⴼ	Fall down, go down in vertically
ⵣⵢⵢⴼ	wipe (dishes)
ⵣⵢⵢⵏ	circumcise
ⵣⵢⵢⵏ	embellish
ⵣⵣⴰⵏⵣⵓ	Tumbled (tr.)
ⵣⵣⴱⵔⵣ	make fun, ridiculize
ⵣⵣⴱⵔⵣ	yell
ⵣⵣⴱⵣⴳ	swell
ⵣⵣⴱⵣⴳ	wet, moistened, imbiber
ⵣⵣⴳⵓ	to stare
ⵣⵣⴳⵔ	cross
ⵣⵣⴳⵔ	execute
ⵣⵣⴳⵔⵜ	lengthen, make long
ⵣⵣⴳⵥⵏ	to trust
ⵣⵣⴼ	be naked
ⵣⵣⴼ	lose color (fabric)
ⵣⵣⵉ	experiment
ⵣⵣⵉ	pioneer
ⵣⵣⵉⴽⵔⴻⵔ	drag on the floor
ⵣⵣⵉⵍⵍⵣ	tackle, pity
ⵣⵣⵉⵎⵔ	tension
ⵣⵣⵉⵔⵓ	work
ⵣⵣⵉⵡⵣ	to bother
ⵣⵣⵉⵡⵣ	watch
ⵣⵣⵉⵣ	Share, bend
ⵣⵣⵍ	pay
ⵣⵣⵍ	oppose
ⵣⵣⵏⵊⵕ	rust
ⵣⵣⵏⵜⵔ	be very swollen, swollen
ⵣⵣⵏⵣ	sale
ⵣⵣⵏⵣⵉ	go out early, get out early
ⵣⵣⵓ	Grill
ⵣⵣⵓ ⴷ	be new
ⵣⵣⵓⴳ	ban, exile
ⵣⵣⵓⴳⵣ	descend (tr.), lower, bring down
ⵣⵣⵓⴼⴼ	attack (brutally a prey)
ⵣⵣⵓⴽⴽⵎ	be lonely
ⵣⵣⵓⴽⴽⵎ	to pout
ⵣⵣⵓⵍ	greet, transmit greetings
ⵣⵣⵓⵍⵍⵎ	to notice
ⵣⵣⵓⵎⵎⵓ	be foul -smelling, stinking, smelling bad
ⵣⵣⵓⵏⵣⵃ	stink
ⵣⵣⵓⵖⵔ	drag on the floor
ⵣⵣⵓⵖⵔ	pull
ⵣⵣⵓⵣⴼ	strip
ⵣⵣⵓⵣⵡⵓ	refresh
ⵣⵣⵓⵥⵍ	branch
ⵣⵣⵔ	gather
ⵣⵣⵔ	plume
ⵣⵣⵔ	stripping, snatching, epilating, unfolding
ⵣⵣⵔⴼ	legislate
ⵣⵣⵔⵉ	pass
ⵣⵣⵔⵉ	swallow
ⵣⵣⵔⵉ	to correct
ⵣⵣⵔⵉ	to transmit
ⵣⵣⵖⵍ	heat, heat
ⵣⵣⵖⵔ	coat
ⵣⵣⵡⵓ	dry, dry
ⵣⵣⵡⵓⵔ	Start by, do first
ⵣⵣⵢ	toast, roast
ⵥⴱⵕ	Cut, prune, swallow
ⵥⴳⵕⵟⴻⵟ	Animal cut the tail
ⵥⴹ	grind
ⵥⴹ	weave
ⵥⴹⵉⴹⵉ	tamp
ⵥⵄⵥⵄ	to scream loudly
ⵥⵉ	Argue
ⵥⵉⵥⵏ	warm up
ⵥⵉⵥⵏ	be silent
